ID,taxid,taxid2,length,name,nuctype,Htaxid,Hname,Vfamily,Hgroup,hosttype,seq_ids,order
NC_004333,209052,209052-1,48247,Burkholderia virus Bcep781,dsDNA,292,Burkholderia cepacia,Myoviridae,Betaproteobacteria,Prokaryote,NC_004333,1031
NC_005342,260373,260373-1,48024,Burkholderia virus Bcep43,dsDNA,292,Burkholderia cepacia,Myoviridae,Betaproteobacteria,Prokaryote,NC_005342,1032
NC_026611,1537091,1537091-1,43129,Edwardsiella phage GF-2,dsDNA,636,Edwardsiella tarda,Myoviridae,Gammaproteobacteria,Prokaryote,NC_026611,1033
NC_019527,1127514,1127514-1,43551,Aeromonas phage vB_AsaM-56,dsDNA,645,Aeromonas salmonicida,Myoviridae,Gammaproteobacteria,Prokaryote,NC_019527,1034
NC_028995,1229760,1229760-1,43216,Acinetobacter phage phiAC-1,dsDNA,469,Acinetobacter,Myoviridae,Gammaproteobacteria,Prokaryote,NC_028995,1035
NC_017984,1187128,1187128-1,46387,Acinetobacter phage AP22,dsDNA,470,Acinetobacter baumannii,Myoviridae,Gammaproteobacteria,Prokaryote,NC_017984,1036
HM368260,889876,889876-1,45159,Acinetobacter phage AB1,dsDNA,470,Acinetobacter baumannii,Myoviridae,Gammaproteobacteria,Prokaryote,HM368260,1037
NC_031117,1792222,1792222-1,44885,Acinetobacter phage LZ35,dsDNA,470,Acinetobacter baumannii,Myoviridae,Gammaproteobacteria,Prokaryote,NC_031117,1038
JX976549,1243183,1243183-1,43665,Acinetobacter phage IME-AB2,dsDNA,470,Acinetobacter baumannii,Myoviridae,Gammaproteobacteria,Prokaryote,JX976549,1039
NC_028855,1628720,1628720-1,44846,Acinetobacter phage YMC11/12/R2315,dsDNA,472,Acinetobacter sp.,Myoviridae,Gammaproteobacteria,Prokaryote,NC_028855,1040
NC_024785,1505225,1505225-1,44844,Acinetobacter phage YMC-13-01-C62,dsDNA,470,Acinetobacter baumannii,Myoviridae,Gammaproteobacteria,Prokaryote,NC_024785,1041
NC_025458,1458861,1458861-1,43510,Shewanella sp. phage 1/41,dsDNA,22,Shewanella,Myoviridae,Gammaproteobacteria,Prokaryote,NC_025458,1042
NC_005886,279530,279530-1,47399,Burkholderia phage BcepB1A,dsDNA,32008,Burkholderia,Myoviridae,Betaproteobacteria,Prokaryote,NC_005886,1043
NC_009015,417280,417280-1,72415,Burkholderia virus BcepF1,dsDNA,152480,Burkholderia ambifaria,Myoviridae,Betaproteobacteria,Prokaryote,NC_009015,1044
NC_025441,1204521,1204521-1,66854,Escherichia phage ECML-117,dsDNA,83334,Escherichia coli O157:H7,Myoviridae,Gammaproteobacteria,Prokaryote,NC_025441,1045
NC_028745,1640970,1640970-1,66103,Pseudomonas phage DL60,dsDNA,208964,Pseudomonas aeruginosa PAO1,Myoviridae,Gammaproteobacteria,Prokaryote,NC_028745,1046
NC_026600,1548917,1548917-1,66181,Pseudomonas phage vB_PaeM_C1-14_Ab28,dsDNA,287,Pseudomonas aeruginosa,Myoviridae,Gammaproteobacteria,Prokaryote,NC_026600,1047
KF981875,1453336,1453336-1,65729,Pseudomonas phage SPM-1,dsDNA,287,Pseudomonas aeruginosa,Myoviridae,Gammaproteobacteria,Prokaryote,KF981875,1048
NC_007810,347329,347329-1,66015,Pseudomonas phage F8,dsDNA,287,Pseudomonas aeruginosa,Myoviridae,Gammaproteobacteria,Prokaryote,NC_007810,1049
NC_011810,538398,538398-1,65764,Pseudomonas phage PB1,dsDNA,287,Pseudomonas aeruginosa,Myoviridae,Gammaproteobacteria,Prokaryote,NC_011810,1050
JQ067083,1175653,1175653-1,66450,Pseudomonas phage PaMx13,dsDNA,287,Pseudomonas aeruginosa,Myoviridae,Gammaproteobacteria,Prokaryote,JQ067083,1051
NC_019451,1158680,1158680-1,66116,Pseudomonas phage NH-4,dsDNA,287,Pseudomonas aeruginosa,Myoviridae,Gammaproteobacteria,Prokaryote,NC_019451,1052
NC_011166,549446,549446-1,66530,Pseudomonas phage LMA2,dsDNA,287,Pseudomonas aeruginosa,Myoviridae,Gammaproteobacteria,Prokaryote,NC_011166,1053
NC_019935,763998,763998-1,64144,Pseudomonas phage KPP12,dsDNA,287,Pseudomonas aeruginosa,Myoviridae,Gammaproteobacteria,Prokaryote,NC_019935,1054
LN610588,1548916,1548916-1,66326,Pseudomonas phage vB_PaeM_PAO1_Ab29,dsDNA,287,Pseudomonas aeruginosa,Myoviridae,Gammaproteobacteria,Prokaryote,LN610588,1055
NC_026586,1548907,1548907-1,66299,Pseudomonas phage vB_PaeM_PAO1_Ab27,dsDNA,287,Pseudomonas aeruginosa,Myoviridae,Gammaproteobacteria,Prokaryote,NC_026586,1056
NC_011165,549445,549445-1,64427,Pseudomonas phage LBL3,dsDNA,287,Pseudomonas aeruginosa,Myoviridae,Gammaproteobacteria,Prokaryote,NC_011165,1057
NC_028939,1542090,1542090-1,68871,Pseudomonas phage vB_Pae_PS44,dsDNA,286,Pseudomonas,Myoviridae,Gammaproteobacteria,Prokaryote,NC_028939,1058
NC_011756,582382,582382-1,66390,Pseudomonas phage SN,dsDNA,287,Pseudomonas aeruginosa,Myoviridae,Gammaproteobacteria,Prokaryote,NC_011756,1059
NC_017674,749447,749447-1,66275,Pseudomonas phage JG024,dsDNA,287,Pseudomonas aeruginosa,Myoviridae,Gammaproteobacteria,Prokaryote,NC_017674,1060
NC_028971,1640974,1640974-1,66111,Pseudomonas phage DL68,dsDNA,208964,Pseudomonas aeruginosa PAO1,Myoviridae,Gammaproteobacteria,Prokaryote,NC_028971,1061
NC_011703,581037,581037-1,66235,Pseudomonas phage 14-1,dsDNA,286,Pseudomonas,Myoviridae,Gammaproteobacteria,Prokaryote,NC_011703,1062
NC_027299,1526550,1526550-1,42092,Sulfitobacter phage NYA-2014a,dsDNA,1525218,Sulfitobacter sp. CB2047,-,Alphaproteobacteria,Prokaryote,NC_027299,1063
NC_020856,754043,754043-1,40931,Sulfitobacter phage pCB2047-C,dsDNA,1525218,Sulfitobacter sp. CB2047,-,Alphaproteobacteria,Prokaryote,NC_020856,1064
NC_020858,754045,754045-1,40929,Sulfitobacter phage pCB2047-A,dsDNA,1525218,Sulfitobacter sp. CB2047,-,Alphaproteobacteria,Prokaryote,NC_020858,1065
NC_020844,754067,754067-1,40695,Salicola phage CGphi29,dsDNA,332339,Salicola,-,Gammaproteobacteria,Prokaryote,NC_020844,1066
NC_025439,1536592,1536592-1,34773,Idiomarinaceae phage 1N2-2,dsDNA,1510939,Idiomarinaceae bacterium N2-2,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_025439,1067
NC_029100,1667322,1667322-1,33399,Pseudoalteromonas phage Pq0,dsDNA,1678126,Pseudoalteromonas sp. Bq0,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_029100,1068
NC_018269,1176423,1176423-1,31766,Marinomonas phage P12026,dsDNA,28253,Marinomonas,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_018269,1069
KF302036,1357708,1357708-1,38208,Pseudoalteromonas phage HS2,dsDNA,53249,Pseudoalteromonas sp.,Siphoviridae,Gammaproteobacteria,Prokaryote,KF302036,1070
NC_031917,1874539,1874539-1,39949,Pseudoalteromonas phage BS5,dsDNA,288,Pseudoalteromonas atlantica,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_031917,1071
NC_015293,877240,877240-1,30651,Pseudoalteromonas phage H105/1,dsDNA,1348393,Pseudoalteromonas sp. H105,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_015293,1072
KF302032,1357709,1357709-1,37730,Pseudoalteromonas phage HS5,dsDNA,53249,Pseudoalteromonas sp.,Siphoviridae,Gammaproteobacteria,Prokaryote,KF302032,1073
KF302033,1357707,1357707-1,37211,Pseudoalteromonas phage HS1,dsDNA,53249,Pseudoalteromonas sp.,Siphoviridae,Gammaproteobacteria,Prokaryote,KF302033,1074
NC_021561,929835,929835-1,37324,Vibrio phage pYD38-B,dsDNA,728064,Vibrio sp. YD38,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_021561,1075
NC_006953,310539,310539-1,37966,Listonella phage phiHSIC,dsDNA,662,Vibrio,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_006953,1076
NC_020846,754049,754049-1,46917,Vibrio phage pYD21-A,dsDNA,728063,Vibrio sp. YD21,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_020846,1077
NC_025471,1527515,1527515-1,36844,Idiomarinaceae phage Phi1M2-2,dsDNA,1510937,Idiomarinaceae bacterium M2-2,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_025471,1078
KC542353,1366055,1366055-1,39940,Pseudoalteromonas phage TW1,dsDNA,161398,Pseudoalteromonas phenolica,Siphoviridae,Gammaproteobacteria,Prokaryote,KC542353,1079
NC_028819,1636200,1636200-1,43190,Pseudoalteromonas phage H103,dsDNA,267375,Pseudoalteromonas marina,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_028819,1080
KC556898,1277893,1277893-1,38253,Brucella phage Wb,dsDNA,235,Brucella abortus,Podoviridae,Alphaproteobacteria,Prokaryote,KC556898,1081
KC556896,1308871,1308871-1,38253,Brucella phage S708,dsDNA,234,Brucella,Podoviridae,Alphaproteobacteria,Prokaryote,KC556896,1082
HG428758,1401446,1401446-1,41143,Brucella phage F1,dsDNA,52132,Brucella sp.,Podoviridae,Alphaproteobacteria,Prokaryote,HG428758,1083
NC_019446,1133292,1133292-1,41148,Brucella phage Tb,dsDNA,1169205,Brucella abortus 544,Podoviridae,Alphaproteobacteria,Prokaryote,NC_019446,1084
NC_019447,1133293,1133293-1,38253,Brucella phage Pr,dsDNA,234,Brucella,Podoviridae,Alphaproteobacteria,Prokaryote,NC_019447,1085
KC556893,1308869,1308869-1,38253,Brucella phage Bk,dsDNA,29459,Brucella melitensis,Podoviridae,Alphaproteobacteria,Prokaryote,KC556893,1086
KC556895,1277895,1277895-1,38253,Brucella phage R/C,dsDNA,36855,Brucella canis,Podoviridae,Alphaproteobacteria,Prokaryote,KC556895,1087
KC556894,1308870,1308870-1,41142,Brucella phage Fz,dsDNA,235,Brucella abortus,Podoviridae,Alphaproteobacteria,Prokaryote,KC556894,1088
NC_029046,1524882,1524882-1,50827,Sinorhizobium phage phiLM21,dsDNA,1449788,Sinorhizobium sp. LM21,Siphoviridae,Alphaproteobacteria,Prokaryote,NC_029046,1089
NC_011103,10704,10704-1,60195,Rhizobium phage 16-3,dsDNA,82115,-,Siphoviridae,-,Prokaryote,NC_011103,1090
NC_031264,1718278,1718278-1,46877,Brucella phage BiPBO1,dsDNA,234,Brucella,Siphoviridae,Alphaproteobacteria,Prokaryote,NC_031264,1091
KF751794,1470459,1470459-1,36734,Campylobacter phage CJIE4-2,dsDNA,32022,Campylobacter jejuni subsp. jejuni,Siphoviridae,Epsilonproteobacteria,Prokaryote,KF751794,1092
KF751793,1470458,1470458-1,37940,Campylobacter phage CJIE4-1,dsDNA,32022,Campylobacter jejuni subsp. jejuni,Siphoviridae,Epsilonproteobacteria,Prokaryote,KF751793,1093
KF751797,1470462,1470462-1,36991,Campylobacter phage CJIE4-5,dsDNA,32022,Campylobacter jejuni subsp. jejuni,Siphoviridae,Epsilonproteobacteria,Prokaryote,KF751797,1094
KF751796,1470461,1470461-1,35459,Campylobacter phage CJIE4-4,dsDNA,32022,Campylobacter jejuni subsp. jejuni,Siphoviridae,Epsilonproteobacteria,Prokaryote,KF751796,1095
KF751795,1470460,1470460-1,35417,Campylobacter phage CJIE4-3,dsDNA,1357994,Campylobacter jejuni subsp. jejuni 00-2425,Siphoviridae,Epsilonproteobacteria,Prokaryote,KF751795,1096
NC_024365,1500757,1500757-1,51090,Pseudomonas phage phiPSA1,dsDNA,317,Pseudomonas syringae,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_024365,1097
NC_031098,1852629,1852629-1,40749,Acinetobacter phage vB_AbaS_TRS1,dsDNA,927193,Acinetobacter baumannii A118,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_031098,1098
NC_019541,1221835,1221835-1,45364,Acinetobacter phage Bphi-B1251,dsDNA,469,Acinetobacter,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_019541,1099
NC_030931,1450169,1450169-1,41871,Pseudomonas phage phi2,dsDNA,286,Pseudomonas,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_030931,1100
NC_031091,1868596,1868596-1,43277,Pseudomonas phage MD8,dsDNA,287,Pseudomonas aeruginosa,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_031091,1101
NC_007805,347324,347324-1,39199,Pseudomonas phage F10,dsDNA,287,Pseudomonas aeruginosa,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_007805,1102
NC_029066,1573458,1573458-1,48666,Pseudomonas phage PS-1,dsDNA,1569867,Pseudomonas sp. 1-1-1b,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_029066,1103
NC_028657,1755689,1755689-1,60919,Pseudomonas phage YMC11/02/R656,dsDNA,286,Pseudomonas,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_028657,1104
NC_023575,1449437,1449437-1,45550,Pseudomonas phage vB_PaeP_Tr60_Ab31,dsDNA,287,Pseudomonas aeruginosa,-,Gammaproteobacteria,Prokaryote,NC_023575,1105
NC_011373,504346,504346-1,46872,Pseudomonas phage PAJU2,dsDNA,287,Pseudomonas aeruginosa,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_011373,1106
NC_016765,1129146,1129146-1,54024,Pseudomonas virus PMG1,dsDNA,287,Pseudomonas aeruginosa,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_016765,1107
NC_002484,31535,31535-1,56426,Pseudomonas virus D3,dsDNA,287,Pseudomonas aeruginosa,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_002484,1108
NC_030929,1777052,1777052-1,49033,Pseudomonas phage JBD44,dsDNA,652611,Pseudomonas aeruginosa PA14,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_030929,1109
NC_016762,1129145,1129145-1,49135,Pseudomonas phage phi297,dsDNA,287,Pseudomonas aeruginosa,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_016762,1110
NC_030909,1777064,1777064-1,50183,Pseudomonas phage YMC11/07/P54_PAE_BP,dsDNA,286,Pseudomonas,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_030909,1111
JX403939,1191380,1191380-1,49381,Pseudomonas phage YMC/01/01/P52_PAE_BP,dsDNA,287,Pseudomonas aeruginosa,Siphoviridae,Gammaproteobacteria,Prokaryote,JX403939,1112
NC_028743,1572745,1572745-1,48594,Mannheimia phage vB_MhS_587AP2,dsDNA,75984,Mannheimia,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_028743,1113
NC_028853,1572743,1572743-1,50078,Mannheimia phage vB_MhS_535AP2,dsDNA,75984,Mannheimia,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_028853,1114
NC_028956,1572747,1572747-1,52139,Mannheimia phage vB_MhS_1152AP2,dsDNA,75984,Mannheimia,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_028956,1115
NC_021534,754051,754051-1,47552,Vibrio phage pYD38-A,dsDNA,728064,Vibrio sp. YD38,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_021534,1116
JF974294,754050,754050-1,47624,Aeromonas phage pIS4-A,dsDNA,728059,Aeromonas sp. IS4,Siphoviridae,Gammaproteobacteria,Prokaryote,JF974294,1117
NC_031918,1813769,1813769-1,45342,Salmonella phage 64795_sal3,dsDNA,590,Salmonella,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_031918,1118
NC_010495,424716,424716-1,45051,Salmonella phage Vi II-E1,dsDNA,28901,Salmonella enterica,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_010495,1119
NC_031924,1873985,1873985-1,47564,Salmonella phage IME207,dsDNA,573,Klebsiella pneumoniae,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_031924,1120
JF314845,1073754,1073754-1,22162,Cronobacter phage ES2,dsDNA,28141,Cronobacter sakazakii,Siphoviridae,Gammaproteobacteria,Prokaryote,JF314845,1121
NC_019927,984186,984186-1,47611,Cronobacter phage ENT47670,dsDNA,28141,Cronobacter sakazakii,Myoviridae,Gammaproteobacteria,Prokaryote,NC_019927,1122
NC_019545,1147140,1147140-1,47355,Salmonella phage SPN3UB,dsDNA,590,Salmonella,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_019545,1123
NC_018279,1168549,1168549-1,49116,Salmonella phage vB_SosS_Oslo,dsDNA,590,Salmonella,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_018279,1124
NC_006949,101570,101570-1,46900,Enterobacteria phage ES18,dsDNA,91347,Enterobacterales,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_006949,1125
KF591601,1414766,1414766-1,41510,Enterobacteria phage IME_EC2,dsDNA,562,Escherichia coli,Siphoviridae,Gammaproteobacteria,Prokaryote,KF591601,1126
NC_007902,373126,373126-1,52162,Sodalis phage phiSG1,dsDNA,343509,Sodalis glossinidius str. 'morsitans',Podoviridae,Gammaproteobacteria,Prokaryote,NC_007902,1127
NC_000935,67571,67571-1,36524,Hamiltonella virus APSE1,dsDNA,2,Bacteria,Podoviridae,-,Prokaryote,NC_000935,1128
NC_011551,340054,340054-1,39867,Bacteriophage APSE-2,dsDNA,-,-,Podoviridae,-,Prokaryote,NC_011551,1129
NC_027398,1524881,1524881-1,38742,Enterobacteria phage Sf101,dsDNA,91347,Enterobacterales,Podoviridae,Gammaproteobacteria,Prokaryote,NC_027398,1130
CP000711,539221,539221-1,40207,Enterobacteria phage CUS-3,dsDNA,439184,Escherichia coli RS218,Podoviridae,Gammaproteobacteria,Prokaryote,CP000711,1131
NC_002730,155148,155148-1,38297,Salmonella virus HK620,dsDNA,562,Escherichia coli,Podoviridae,Gammaproteobacteria,Prokaryote,NC_002730,1132
NC_005344,10761,10761-1,39043,Shigella virus Sf6,dsDNA,623,Shigella flexneri,Podoviridae,Gammaproteobacteria,Prokaryote,NC_005344,1133
NC_019501,1090133,1090133-1,39646,Enterobacteria phage IME10,dsDNA,562,Escherichia coli,Podoviridae,Gammaproteobacteria,Prokaryote,NC_019501,1134
NC_028696,1647458,1647458-1,41338,Salmonella phage SEN22,dsDNA,590,Salmonella,Podoviridae,Gammaproteobacteria,Prokaryote,NC_028696,1135
NC_013059,590739,590739-1,40975,Salmonella phage g341c,dsDNA,58712,Salmonella enterica subsp. enterica serovar Anatum,Podoviridae,Gammaproteobacteria,Prokaryote,NC_013059,1136
NC_011976,348058,348058-1,43016,Salmonella phage epsilon34,dsDNA,58712,Salmonella enterica subsp. enterica serovar Anatum,Podoviridae,Gammaproteobacteria,Prokaryote,NC_011976,1137
NC_018275,1168548,1168548-1,39783,Salmonella phage vB_SemP_Emek,dsDNA,590,Salmonella,Podoviridae,Gammaproteobacteria,Prokaryote,NC_018275,1138
NC_004348,173443,173443-1,40679,Salmonella virus ST64T,dsDNA,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Podoviridae,Gammaproteobacteria,Prokaryote,NC_004348,1139
NC_005841,221029,221029-1,41391,Enterobacteria phage ST104,dsDNA,91347,Enterobacterales,Podoviridae,Gammaproteobacteria,Prokaryote,NC_005841,1140
NC_014900,714583,714583-1,40986,Salmonella phage ST160,dsDNA,590,Salmonella,Podoviridae,Gammaproteobacteria,Prokaryote,NC_014900,1141
NC_011802,329864,329864-1,41941,Salmonella phage SE1 (in:P22virus),dsDNA,28901,Salmonella enterica,Podoviridae,Gammaproteobacteria,Prokaryote,NC_011802,1142
NC_031019,876449,876449-1,41809,Enterobacteria phage UAB_Phi20,dsDNA,59201,Salmonella enterica subsp. enterica,Podoviridae,Gammaproteobacteria,Prokaryote,NC_031019,1143
NC_002371,10754,10754-1,41724,Salmonella virus P22,dsDNA,590,Salmonella,Podoviridae,Gammaproteobacteria,Prokaryote,NC_002371,1144
AF527608,200913,200913-1,41724,Salmonella phage P22-pbi,dsDNA,590,Salmonella,Podoviridae,Gammaproteobacteria,Prokaryote,AF527608,1145
NC_017985,1127357,1127357-1,40128,Salmonella phage SPN9CC,dsDNA,599,Salmonella sp.,Podoviridae,Gammaproteobacteria,Prokaryote,NC_017985,1146
NC_030919,1810705,1810705-1,42418,Salmonella phage 118970_sal4,dsDNA,28901,Salmonella enterica,Podoviridae,Gammaproteobacteria,Prokaryote,NC_030919,1147
NC_031946,1813779,1813779-1,40443,Salmonella phage 103203_sal5,dsDNA,28901,Salmonella enterica,Podoviridae,Gammaproteobacteria,Prokaryote,NC_031946,1148
NC_017981,1129194,1129194-1,49981,Xanthomonas phage vB_XveM_DIBBI,dsDNA,56460,Xanthomonas vesicatoria,Myoviridae,Gammaproteobacteria,Prokaryote,NC_017981,1149
NC_015295,925984,925984-1,47279,Erwinia phage phiEt88,dsDNA,338565,Erwinia tasmaniensis,Myoviridae,Gammaproteobacteria,Prokaryote,NC_015295,1150
NC_007603,355246,355246-1,46219,Escherichia virus Rtp,dsDNA,562,Escherichia coli,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_007603,1151
NC_019404,1141140,1141140-1,46054,Escherichia phage vB_Eco_ACG-M12,dsDNA,562,Escherichia coli,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_019404,1152
NC_023743,1048207,1048207-1,47180,Escherichia phage EB49,dsDNA,199310,Escherichia coli CFT073,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_023743,1153
NC_024210,1495286,1495286-1,47112,Escherichia phage e4/1c,dsDNA,83334,Escherichia coli O157:H7,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_024210,1154
NC_019718,1147155,1147155-1,45805,Enterobacteria phage vB_EcoS_Rogue1,dsDNA,562,Escherichia coli,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_019718,1155
KC333879,1273706,1273706-1,43017,Enterobacteria phage phiJLA23,dsDNA,562,Escherichia coli,Siphoviridae,Gammaproteobacteria,Prokaryote,KC333879,1156
NC_007291,1920999,1920999-1,46072,Escherichia virus KP26,dsDNA,83334,Escherichia coli O157:H7,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_007291,1157
DQ121662,1920998,1920998-1,46072,Escherichia virus Jk06,dsDNA,561,Escherichia,Siphoviridae,Gammaproteobacteria,Prokaryote,DQ121662,1158
NC_024789,1416031,1416031-1,45746,Escherichia phage vB_EcoS_AKS96,dsDNA,561,Escherichia,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_024789,1159
NC_024793,1416028,1416028-1,46847,Escherichia phage vB_EcoS_AHP42,dsDNA,561,Escherichia,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_024793,1160
NC_024784,1416030,1416030-1,46440,Escherichia phage vB_EcoS_AHS24,dsDNA,561,Escherichia,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_024784,1161
KF771236,1416027,1416027-1,46719,Escherichia phage bV_EcoS_AHP24,dsDNA,561,Escherichia,Siphoviridae,Gammaproteobacteria,Prokaryote,KF771236,1162
NC_031053,1654927,1654927-1,50934,Klebsiella phage PKP126,dsDNA,1049565,Klebsiella pneumoniae KCTC 2242,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_031053,1163
NC_028760,1647408,1647408-1,49037,Klebsiella phage KLPN1,dsDNA,570,Klebsiella,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_028760,1164
NC_029099,1129191,1129191-1,49797,Klebsiella phage KP36,dsDNA,573,Klebsiella pneumoniae,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_029099,1165
NC_028774,1675609,1675609-1,48754,Klebsiella phage Sushi,dsDNA,573,Klebsiella pneumoniae,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_028774,1166
NC_028786,1610829,1610829-1,49462,Klebsiella phage 1513,dsDNA,573,Klebsiella pneumoniae,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_028786,1167
NC_031050,1852563,1852563-1,51802,Enterobacteria phage vB_EcoS_NBD2,dsDNA,91347,Enterobacterales,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_031050,1168
NC_019509,1073767,1073767-1,49116,Cronobacter virus Esp2949-1,dsDNA,28141,Cronobacter sakazakii,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_019509,1169
NC_015456,1002724,1002724-1,50661,Shigella virus Shfl1,dsDNA,623,Shigella flexneri,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_015456,1170
NC_026010,1572702,1572702-1,50109,Shigella phage pSf-2,dsDNA,623,Shigella flexneri,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_026010,1171
NC_005833,1921008,1921008-1,48836,Escherichia virus T1,dsDNA,562,Escherichia coli,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_005833,1172
NC_019725,1216926,1216926-1,50552,Escherichia phage ADB-2,dsDNA,562,Escherichia coli,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_019725,1173
NC_021331,2496551,2496551-1,51821,Shigella phage pSf-1,dsDNA,623,Shigella flexneri,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_021331,1174
NC_029071,1654889,1654889-1,41085,Salmonella phage 36,dsDNA,590,Salmonella,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_029071,1175
NC_009540,245685,245685-1,49902,Escherichia virus TLS,dsDNA,543,Enterobacteriaceae,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_009540,1176
NC_031026,1837218,1837218-1,49167,Salmonella phage phSE-2,dsDNA,590,Salmonella,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_031026,1177
NC_027350,1540096,1540096-1,49816,Citrobacter virus Stevie,dsDNA,546,Citrobacter freundii,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_027350,1178
KF030445,1115653,1115653-1,47343,Escherichia phage 1720a-02,dsDNA,543,Enterobacteriaceae,Siphoviridae,Gammaproteobacteria,Prokaryote,KF030445,1179
NC_019716,1147152,1147152-1,44510,Enterobacteria phage mEp460,dsDNA,562,Escherichia coli,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_019716,1180
NC_009514,414970,414970-1,47021,Enterobacteria phage cdtI,dsDNA,562,Escherichia coli,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_009514,1181
NC_003356,103807,103807-1,42575,Enterobacteria phage phiP27,dsDNA,562,Escherichia coli,Myoviridae,Gammaproteobacteria,Prokaryote,NC_003356,1182
NC_004313,175950,175950-1,40149,Salmonella phage ST64B,dsDNA,90371,Salmonella enterica subsp. enterica serovar Typhimurium,Myoviridae,Gammaproteobacteria,Prokaryote,NC_004313,1183
NC_031940,1813771,1813771-1,77375,Salmonella phage 118970_sal3,dsDNA,28901,Salmonella enterica,Myoviridae,Gammaproteobacteria,Prokaryote,NC_031940,1184
NC_027339,1225789,1225789-1,38389,Enterobacteria phage SfI,dsDNA,91347,Enterobacterales,Myoviridae,Gammaproteobacteria,Prokaryote,NC_027339,1185
NC_003444,55884,55884-1,37074,Enterobacteria phage SfV,dsDNA,623,Shigella flexneri,Myoviridae,Gammaproteobacteria,Prokaryote,NC_003444,1186
NC_022749,1407493,1407493-1,39758,Shigella phage SfIV,dsDNA,620,Shigella,Myoviridae,Gammaproteobacteria,Prokaryote,NC_022749,1187
NC_021857,66284,66284-1,41475,Shigella phage SfII,dsDNA,620,Shigella,Myoviridae,Gammaproteobacteria,Prokaryote,NC_021857,1188
NC_004813,196242,196242-1,57930,Enterobacteria phage BP-4795,dsDNA,562,Escherichia coli,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_004813,1189
NC_011356,564886,564886-1,54896,Enterobacteria phage YYZ-2008,dsDNA,83334,Escherichia coli O157:H7,Siphoviridae,Gammaproteobacteria,Prokaryote,NC_011356,1190
